@relation exemplo4_weka-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R28-34-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R2_clustered

@attribute Instance_number numeric
@attribute year numeric
@attribute saturation numeric
@attribute tamura_contrast numeric
@attribute arousal numeric
@attribute pleasure numeric
@attribute dominance numeric
@attribute hue_m numeric
@attribute sat_m numeric
@attribute val_m numeric
@attribute black numeric
@attribute blue numeric
@attribute brown numeric
@attribute green numeric
@attribute gray numeric
@attribute orange numeric
@attribute pink numeric
@attribute purple numeric
@attribute red numeric
@attribute white numeric
@attribute yellow numeric
@attribute entropy_r numeric
@attribute entropy_g numeric
@attribute entropy_b numeric
@attribute count numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
2562,1991,163.10262,5.01762,64.71701,109.65596,133.45047,161.69223,52.15453,44.26552,0.46303,0.02216,0.00645,0,0.01226,0.43299,0.03108,0.00233,0.00002,0.0241,0.00558,3.15415,3.57216,3.18122,29,cluster1
2563,1991,187.72836,0.63147,102.33881,64.22207,85.32031,162.30293,52.37942,44.51653,0.87811,0,0.00184,0,0.1001,0.00264,0.00051,0.00001,0,0.01678,0,4.77577,6.16149,6.37563,122,cluster3
2564,1991,32.42186,0.14958,17.84627,10.70933,14.31436,163.35474,53.23875,44.98634,0.98884,0,0.00391,0,0.00439,0.00023,0.00198,0.00036,0,0.0003,0,2.81496,2.81834,2.70606,123,cluster0
2565,1991,9.09671,0.20185,4.02582,5.18908,6.42215,158.74773,51.34652,44.63464,0.97488,0,0.00896,0,0.00976,0,0.00465,0,0,0.00175,0,1.90875,1.89261,1.84503,150,cluster0
2566,1991,154.45122,0.75872,68.14757,88.56307,109.54568,163.20895,52.98536,44.56896,0.31298,0,0.53537,0,0.10407,0.02355,0.01967,0.00075,0,0.00068,0.00293,7.62194,7.09641,6.53793,113,cluster4
2567,1991,147.55757,0.46552,74.07953,64.63673,82.65652,165.19246,55.3191,43.50501,0.67235,0,0.28534,0,0.02345,0.00005,0.01087,0.00009,0,0.00785,0,6.72039,5.99238,5.75558,69,cluster4
2568,1991,142.9752,0.20491,75.91937,53.4138,69.93907,162.29729,52.50779,44.7843,0.91702,0,0.07176,0,0.00923,0,0.00055,0,0,0.00145,0,6.14474,5.8192,5.67179,114,cluster0
2569,1991,116.86815,0.69419,47.2259,76.67081,93.52746,163.2379,53.25555,44.95856,0.36172,0,0.45573,0,0.12947,0.01185,0.03468,0.00438,0.00003,0.00214,0,7.26865,6.98704,6.49877,123,cluster4
2570,1991,152.58405,0.45969,79.8924,59.51701,77.40788,162.94788,52.47857,44.92699,0.83023,0,0.06562,0,0.09581,0,0.00518,0.00031,0,0.00285,0,6.6029,6.29753,5.8499,201,cluster3
2571,1991,141.57141,0.72824,73.86977,55.79223,72.44974,159.02492,51.95221,42.43478,0.79754,0,0.14441,0,0.00452,0.02562,0.02476,0.00007,0,0.00287,0.00021,6.78085,6.27708,5.66042,68,cluster0
2572,1991,224.54483,0.10596,130.33005,59.18643,82.63375,165.64258,50.79899,46.3104,0.99986,0,0,0,0.00014,0,0,0,0,0,0,2.93598,4.60651,5.16373,92,cluster0
2573,1991,219.16672,0.16277,127.02268,58.18239,81.11007,165.24268,53.96974,44.89338,0.98195,0.0027,0.00269,0,0.00832,0.00006,0.00254,0.00061,0,0.00113,0,3.23699,4.67874,4.95267,52,cluster0
2574,1991,222.74155,0.09394,129.61275,57.978,81.16265,164.80641,53.68587,45.21978,0.99016,0,0,0,0.00783,0,0.00033,0.00166,0,0.00002,0,2.9506,4.24169,4.76451,195,cluster0
2575,1991,0,0.16806,-4.68942,10.43775,11.49665,161.38542,52.29005,44.38058,0.98644,0,0.00103,0,0.00642,0,0.00109,0,0,0.00501,0,3.95433,3.95433,3.95433,73,cluster0
2576,1991,249.71268,0.13372,144.34451,67.14109,93.35048,163.82877,53.28561,44.94217,0.97944,0,0.01806,0,0.00009,0.00029,0.00001,0,0,0,0.00211,5.49756,4.3032,1.6554,104,cluster3
2577,1991,188.43536,0.49585,99.8232,70.92106,92.75383,158.51727,52.15895,41.37589,0.71813,0,0.24759,0,0.0112,0.02111,0.00126,0,0,0,0.00071,7.22431,6.43879,5.37998,423,cluster4
2578,1991,145.05914,0.56869,77.5881,52.94107,69.58027,163.72287,52.451,44.75538,0.87883,0,0.0684,0,0.00443,0.03474,0.00565,0.00002,0,0.0019,0.00602,6.18943,5.90131,5.34816,172,cluster0
2579,1991,144.43776,0.41155,74.37219,59.1325,76.35155,162.93626,52.91673,45.04346,0.75502,0,0.22579,0,0.01572,0.00137,0.00188,0,0.00001,0.00001,0.0002,6.87014,6.2731,5.67659,143,cluster0
2580,1991,142.60901,0.40114,79.25808,45.41287,61.09801,163.64304,52.30983,44.85514,0.97124,0.0005,0.00315,0,0.02484,0.00002,0,0.00024,0.00002,0,0,4.62376,4.98835,5.3559,88,cluster0
2581,1991,172.827,0.48033,95.29838,56.71385,75.89283,161.85561,52.59655,44.67336,0.82968,0,0.00001,0,0.10408,0,0.00002,0.0662,0,0,0,5.37685,5.91376,6.74093,28,cluster0
2582,1991,213.18059,0.2343,121.72168,60.67008,83.38513,162.95917,52.94058,45.04711,0.92388,0,0.06326,0,0.00013,0.00768,0.00035,0,0.00351,0,0.00119,6.40605,4.44759,3.41822,112,cluster0
2583,1991,107.35007,0.40433,57.80926,38.30908,50.53459,162.76414,52.99411,45.01838,0.90482,0,0.0236,0,0.04378,0.00017,0.01167,0.01533,0,0.00062,0,5.85481,5.26273,5.32577,160,cluster0
2584,1991,191.68611,0.11566,109.22311,55.05514,75.53085,163.43115,53.55465,44.5023,0.99167,0,0.00012,0,0.00723,0,0.00098,0,0,0,0,4.61313,4.99512,4.9578,378,cluster0
2585,1991,4.0444,1.01178,-12.90281,35.01014,38.87607,161.47115,52.15028,44.32735,0.64741,0,0.03838,0,0.30186,0,0.01233,0.00002,0,0,0,6.25209,6.28349,6.29728,8,cluster0
2586,1991,190.84444,0.2516,107.25029,58.13705,78.86002,163.81837,52.90883,44.48778,0.96612,0,0,0,0.03388,0,0,0,0,0,0,4.11096,5.62467,5.80957,51,cluster0
2587,1991,7.55298,0.26183,3.02558,5.0142,6.10961,162.14279,52.64014,44.69111,0.97881,0.00005,0.00146,0,0.00571,0,0.00225,0.00214,0,0.00958,0,1.14329,1.13631,1.17668,25,cluster0
2588,1991,0.17408,1.23888,-21.76665,48.71914,53.67518,163.07556,52.95775,45.01774,0.70549,0,0.04243,0,0.11918,0,0.04261,0,0,0.0903,0,6.95508,6.95474,6.95445,93,cluster0
2589,1991,145.98964,0.05287,84.8415,38.24377,53.46422,119.85874,54.76667,18.47084,0.99921,0,0.00044,0,0.00024,0.00001,0,0.0001,0,0,0,3.46284,3.21374,3.07125,44,cluster0
2590,1991,104.58375,1.05519,33.7979,87.45074,104.44674,161.35065,52.19893,44.33902,0.24697,0.01005,0.36864,0,0.24831,0,0.05992,0.01292,0,0.05319,0,7.82345,7.38792,7.29454,39,cluster4
2591,1991,155.91118,0.19351,86.19685,50.65983,67.91059,162.42918,52.2573,44.46697,0.93653,0,0.00951,0,0.02549,0.00026,0.00009,0.02754,0,0.0006,0,5.38541,5.02654,5.93211,136,cluster0
2592,1991,137.46455,0.21424,76.20332,44.21005,59.37353,162.92953,53.49729,43.85323,0.93351,0,0.06354,0,0.00091,0,0.00002,0.00202,0,0,0,6.05113,5.11011,5.47811,224,cluster0
2593,1991,225.24138,0.18001,131.92316,56.72393,79.97554,164.45505,53.84015,45.11697,0.98159,0.00004,0.0026,0,0.01177,0.00006,0.00267,0.00022,0,0.00106,0,3.20209,3.9429,4.16409,123,cluster0
2594,1991,209.60471,0.17039,116.84468,65.96309,88.93733,161.68015,53.423,43.62025,0.97453,0,0.00863,0,0.00904,0.00691,0.00048,0.00036,0,0,0.00004,4.34603,5.11571,5.56155,1364,cluster3
2595,1991,138.62347,0.10412,78.63602,40.59802,55.48509,164.17947,53.38965,44.96119,0.99159,0,0,0,0.00629,0,0.00066,0.00018,0,0.00128,0,4.32526,4.65652,5.18448,331,cluster0
2596,1991,137.54922,1.19136,60.09528,80.19513,99.01585,164.63853,53.60388,44.85372,0.52003,0,0.24857,0,0.0136,0.07669,0.06876,0.00003,0.0671,0.00521,0,7.32984,6.84527,6.28852,160,cluster4
2597,1991,140.6895,0.10291,81.27845,37.93015,52.70706,161.3231,52.23266,44.42583,0.99912,0,0.00002,0,0.00083,0,0,0.00003,0,0,0,3.75633,3.90528,4.53538,34,cluster0
2598,1991,122.04968,0.90098,64.51584,46.24653,60.41917,161.72459,52.33577,44.44412,0.90012,0,0.00042,0,0.03223,0,0.00228,0.00011,0,0.06484,0,4.14342,3.85277,4.36089,1,cluster0
2599,1991,75.93525,0.06998,44.07638,20.01057,27.93937,162.04398,52.37754,44.59404,0.99212,0,0.00668,0,0.00093,0.00002,0.00026,0,0,0,0,3.0149,2.86806,3.20594,24,cluster0
2600,1991,122.15528,0.87579,64.81699,45.74049,59.87,162.90929,52.60181,45.16789,0.87139,0.00001,0.03332,0,0.00886,0.00431,0.02268,0.00406,0.00816,0.04721,0,5.26607,4.57601,4.32754,13,cluster0
2601,1991,174.88869,0.1244,96.92273,56.3053,75.60298,162.0448,53.6869,43.93075,0.98747,0,0.00026,0,0.01036,0,0.0005,0.00049,0,0.00092,0,4.3576,5.15623,5.64485,118,cluster0
2602,1991,4.98338,0.19767,-2.36354,13.01234,14.71955,164.11954,50.73788,46.47765,0.97452,0,0.00643,0,0.01893,0,0,0.00012,0,0,0,5.09926,5.09603,5.0919,57,cluster0
2603,1991,134.14616,0.76899,68.73167,55.6788,71.74801,165.85143,51.06649,45.65568,0.856,0,0.00025,0,0.09608,0,0.01821,0.00247,0,0.027,0,5.8038,6.18804,6.57126,9,cluster0
2604,1991,192.56036,0.70635,93.90569,90.50865,114.649,161.2301,52.23704,44.40253,0.9044,0,0.01372,0,0.03371,0,0.00142,0.00143,0.00002,0.0453,0,5.31001,5.73339,4.97944,11,cluster3
2605,1991,193.67026,1.07332,78.69339,126.0947,153.93144,162.69394,52.7753,45.0411,0.26073,0.00053,0.01088,0.07196,0.55902,0.00388,0.01065,0,0.00001,0.0807,0.00164,5.94262,6.74359,6.22572,108,cluster2
2606,1991,157.4099,2.26489,46.87764,140.50801,166.99023,161.93593,52.5776,44.65903,0.14249,0.00052,0.09782,0.01353,0.21787,0.17392,0.01326,0.00336,0.06582,0.26426,0.00713,5.6629,6.40212,5.95825,73,cluster1
2607,1991,163.54169,1.27148,60.0396,120.74993,145.70403,163.29185,53.77644,44.51713,0.14922,0,0.17291,0.00271,0.53785,0.00572,0.01573,0.00005,0.00023,0.11511,0.00048,7.03001,6.97849,6.80464,140,cluster2
2608,1991,75.07789,3.09963,-5.07786,128.08478,146.91103,162.75478,52.53465,45.16243,0.28981,0.00035,0.06851,0,0.12789,0.00013,0.01315,0.00396,0.00011,0.49507,0.00102,4.81456,4.82849,4.72133,1,cluster1
2609,1991,158.81677,1.36874,56.34924,121.61445,146.28922,162.67581,52.66706,45.13068,0.14427,0,0.17293,0.0038,0.52272,0.00575,0.02096,0.00005,0.00023,0.12882,0.00048,7.10895,7.02106,6.90682,223,cluster2
2610,1991,163.51601,1.27587,59.9998,120.79858,145.75562,163.82072,52.34259,44.8474,0.14872,0,0.17285,0.00266,0.53709,0.00576,0.01585,0.00005,0.00023,0.11632,0.00048,7.02854,6.97663,6.79867,113,cluster2
2611,1991,163.18874,1.28286,59.74412,120.8586,145.79631,162.16805,52.49094,44.75468,0.14833,0,0.17285,0.00266,0.53604,0.0058,0.01608,0.00005,0.00023,0.11748,0.00048,7.03462,6.98128,6.80595,120,cluster2
2612,1991,36.38259,2.84397,-0.91231,58.62317,67.39669,162.847,52.8745,45.06164,0.62179,0,0.00368,0,0.10094,0.00002,0.22975,0.0003,0,0.04352,0,5.84125,5.93685,6.04236,47,cluster0
2613,1991,139.40596,0.40262,76.95236,45.56265,61.01417,162.31462,52.3839,44.50957,0.92683,0,0.05856,0,0.01099,0.00153,0.00121,0.00001,0.00001,0.00086,0,6.14151,5.48785,5.21623,109,cluster0
2614,1991,147.23595,0.73996,81.99989,46.50726,62.66285,161.96631,52.32106,44.4622,0.92119,0,0.03311,0,0.00962,0.00118,0.00759,0,0.00001,0.02728,0.00001,5.75919,4.8352,4.64719,73,cluster0
2615,1991,139.75938,0.83027,74.6811,51.16778,67.21539,165.14841,53.75276,45.2735,0.87864,0,0.06812,0,0.01207,0.00085,0.00936,0.00001,0,0.03095,0,6.44095,5.72848,5.42392,89,cluster0
2616,1991,114.20733,0.37894,58.27221,47.94499,61.68073,162.23656,52.37428,44.49525,0.88293,0,0.11222,0,0.00043,0.00379,0.00001,0,0,0,0.00061,6.26672,5.95453,5.44304,260,cluster0
2617,1991,188.45015,0.05583,111.34734,45.29353,64.52755,163.1852,52.33294,44.72303,0.99664,0,0.00115,0,0.00109,0.0001,0.00069,0,0,0.00027,0.00007,3.17767,2.87844,2.40966,44,cluster0
2618,1991,29.42339,0.24485,14.11133,14.35852,18.10082,162.53934,53.03815,45.06028,0.98571,0,0.00243,0,0.00952,0,0.00065,0,0,0.00168,0,3.23018,3.19423,3.06968,73,cluster0
2619,1991,138.38342,0.3595,72.03864,54.90912,71.2294,162.85823,53.15648,45.06409,0.89092,0,0.10193,0,0.00172,0.00456,0.00001,0,0,0,0.00085,6.38672,5.95235,5.35901,502,cluster0
2620,1991,31.02651,0.24173,16.07956,12.47126,16.14663,161.9959,52.22234,44.39323,0.94567,0,0.04863,0,0.00315,0,0.00143,0,0,0.00112,0,2.73841,2.67875,2.43283,60,cluster0
2621,1991,161.47951,0.64265,83.6791,64.92529,84.05583,162.15167,52.48613,44.73803,0.74491,0,0.22798,0,0.01398,0.00644,0.00187,0,0,0.00091,0.00391,7.0032,6.5619,5.6941,297,cluster3
2622,2010,80.26485,0.48328,44.26271,26.33045,35.23673,164.08162,53.51048,45.07013,0.91349,0,0.03776,0,0.04654,0.00007,0.00142,0,0,0.00072,0,4.10475,3.96073,3.6683,25,cluster0
2623,2010,93.19549,0.42592,47.29906,39.68552,50.95112,163.97182,53.30083,44.96917,0.91276,0,0.05097,0,0.02976,0.00002,0.00482,0,0,0.00168,0,5.85932,5.63154,5.66511,15,cluster0
2624,2010,211.23833,0.15492,120.7319,59.85196,82.33314,161.73901,52.33753,44.45157,0.97836,0,0.01943,0,0.00049,0.00116,0.00023,0,0,0.00032,0.00001,6.0017,5.34208,3.64467,1246,cluster0
2625,2010,122.01725,0.12185,68.93757,36.35418,49.52073,163.03204,52.47714,44.95727,0.99164,0,0.00433,0,0.00234,0.00004,0.00121,0.00002,0,0.00042,0,4.99943,4.86748,4.52562,637,cluster0
2626,2010,19.87282,0.37924,8.04843,12.99762,15.85996,162.26938,52.52162,44.72161,0.90611,0,0.07014,0,0.01466,0,0.00522,0,0,0.00388,0,2.71973,2.67528,2.57533,152,cluster0
2627,2010,154.89462,0.19521,86.15721,49.16682,66.18716,162.95181,53.26023,44.9562,0.97147,0,0.02708,0,0.00071,0.00074,0,0,0,0,0,5.92327,5.42434,4.3828,1515,cluster0
2628,2010,130.26408,0.22386,73.61375,38.77372,52.82635,164.60979,53.67442,45.3237,0.96483,0,0.02413,0,0.00462,0.00146,0.00055,0.00024,0,0.00409,0.00008,5.50352,5.18704,4.56766,83,cluster0
2629,2010,201.39154,0.20425,115.61441,55.92599,77.24397,164.12033,53.37698,44.92854,0.96927,0,0.03005,0,0.00018,0.0005,0,0,0,0,0,6.01002,5.26567,3.91391,1086,cluster0
2630,2010,185.29472,0.22533,106.27773,51.66928,71.305,165.99623,55.18647,45.75787,0.94559,0,0.05067,0,0.00032,0.00216,0.00112,0,0,0.00011,0.00004,6.0508,4.91674,4.45452,600,cluster0
2631,2010,111.55548,0.13534,64.65874,29.60492,41.27407,198.17767,64.66499,45.92857,1,0,0,0,0,0,0,0,0,0,0,4.08394,4.22758,4.71857,58,cluster0
2632,2010,121.55105,0.08211,71.20607,30.57978,43.1243,162.16406,52.43515,44.62152,1,0,0,0,0,0,0,0,0,0,0,4.16907,3.50485,3.91352,181,cluster0
2633,2010,0,0.13509,-0.54763,1.21891,1.34257,164.65997,53.49032,44.77988,0.99067,0,0.00032,0,0.00433,0,0.0021,0,0,0.00258,0,0.38252,0.38252,0.38252,19,cluster0
2634,2010,35.5746,0.19714,19.60985,11.68799,15.6372,163.83591,53.66187,44.20545,0.98629,0,0.00004,0,0.01315,0,0.0003,0.00001,0,0.0002,0,2.12914,2.35666,2.45798,80,cluster0
2635,2010,98.96918,0.16741,56.28439,28.6668,39.26306,152.65453,54.51245,41.71258,0.99834,0,0.00046,0,0.00079,0,0,0.00041,0,0,0,4.70359,4.75523,5.05102,475,cluster0
2636,2010,89.00142,0.24176,48.98508,29.40895,39.3062,164.77071,53.57815,44.80473,0.9779,0,0.01165,0,0.00759,0.00005,0.00206,0,0,0.00075,0,5.35001,5.17346,4.69045,153,cluster0
2637,2010,51.10411,0.55794,26.44822,20.62301,26.68503,164.63756,53.60009,44.95337,0.92614,0,0.03016,0,0.03468,0,0.00708,0,0.00012,0.00181,0,3.5565,3.42602,3.0248,74,cluster0
2638,2010,22.01497,0.43555,9.28632,13.57437,16.66163,161.69177,52.34128,44.47296,0.92007,0,0.06378,0,0.00942,0,0.00336,0,0,0.00338,0,3.39957,3.36101,3.23978,121,cluster0
2639,2010,199.44754,0.1393,116.07399,51.87919,72.63561,163.43588,52.48244,45.03003,0.98259,0,0.01683,0,0.00053,0,0,0,0.00004,0,0,5.40246,3.85574,3.1752,219,cluster0
2640,2010,205.53168,0.03147,122.09771,47.93535,68.7643,164.02621,53.40199,44.96329,0.99967,0,0,0,0.00018,0,0.00005,0.00006,0,0.00004,0,2.04065,1.91496,1.99495,62,cluster0
2641,2010,20.29444,0.21143,11.49696,5.97768,8.16061,164.33244,53.4856,44.83126,0.99407,0,0,0.00184,0.00099,0,0.00011,0,0,0.00298,0,0.53607,0.66196,0.55173,56,cluster0
2642,2010,24.74731,0.26793,14.00418,7.32346,9.98882,159.20219,51.41603,42.56601,0.99056,0,0.0017,0.00166,0.00148,0,0.00022,0,0,0.00415,0.00024,0.66535,0.7548,0.64321,27,cluster0
2643,1991,28.29098,0.32301,15.95754,8.48777,11.54653,162.54898,53.12816,44.90206,0.98793,0,0.00234,0.00187,0.00129,0,0.00051,0,0,0.00443,0.00163,0.75044,0.83026,0.73648,31,cluster0
2644,1991,98.56501,0.11131,57.69832,24.89099,35.07281,163.44595,53.04286,45.12573,0.99038,0,0.00559,0,0.00177,0,0.00059,0,0,0.00167,0,3.43267,2.71913,2.47756,57,cluster0
2645,1991,103.49165,0.4733,57.80107,32.32559,43.64435,176.48215,71.02614,52.90057,0.95966,0,0.00664,0,0.00608,0,0.00411,0,0,0.0235,0,4.45991,3.95225,3.23352,63,cluster0
2646,1991,161.17194,0.36096,87.08035,56.87634,75.16642,163.77048,52.63623,44.8286,0.87342,0,0.11001,0,0.01232,0.00112,0.00222,0,0,0.0009,0.00001,6.64945,6.24299,5.28326,1330,cluster0
2647,1991,145.85001,0.09066,84.4415,38.91688,54.19477,162.1107,52.63089,44.67729,0.99905,0,0,0,0.00094,0,0,0,0,0,0,4.11994,4.62396,4.69662,1358,cluster0
2648,1991,130.88232,0.13017,74.58811,37.56665,51.54485,163.7653,53.41195,43.87965,0.99251,0,0.00658,0,0.00087,0,0.00004,0,0,0,0,4.98625,5.04598,4.74954,1717,cluster0
2649,1991,24.32289,0.25785,12.44124,10.14208,13.06041,164.41673,53.29922,44.96612,0.9486,0,0.02921,0,0.01988,0.00009,0.00097,0.00001,0,0.00125,0,2.19922,2.09596,2.10975,34,cluster0
2650,1991,181.01155,0.29211,100.79897,57.20155,77.06579,163.24931,53.37432,44.64788,0.93871,0,0.04602,0,0.00538,0.00294,0.00558,0,0,0.00121,0.00016,6.402,5.77526,4.83195,32,cluster0
2651,1991,167.03014,0.11268,97.46571,42.87287,60.19738,161.67126,54.88014,43.0935,0.99457,0,0.00507,0,0.00035,0,0.00001,0,0,0,0,4.23735,4.64746,4.53975,1740,cluster0
2652,1991,20.20832,0.33598,10.00807,9.15769,11.65653,162.86339,52.87537,45.08303,0.95592,0,0.02176,0,0.01244,0.00322,0.00455,0,0,0.00209,0.00003,1.27687,1.22237,1.18053,24,cluster0
2653,1991,100.16158,0.72256,47.84022,49.31664,62.10045,162.03531,52.20423,44.36282,0.84402,0.00068,0.01896,0,0.10977,0.00011,0.00896,0.00045,0,0.01536,0.00169,5.45177,5.88973,6.28126,233,cluster0
2654,1991,62.0459,0.19562,31.74705,25.84861,33.29073,162.01945,52.62421,44.69633,0.9828,0,0.0029,0,0.01205,0.00049,0.00084,0.00014,0.00004,0.00072,0,5.21136,5.45893,5.22948,815,cluster0
2655,1991,91.55438,0.42178,48.29987,34.90521,45.55837,164.97034,53.71443,45.14703,0.91363,0,0.06403,0,0.02156,0,0,0.00078,0,0,0,5.67112,5.75454,5.6943,104,cluster0
2656,1991,87.19707,0.31851,45.75527,33.79127,43.99294,156.47185,51.0937,44.50342,0.95345,0,0.01127,0,0.0293,0.00006,0.00091,0.00002,0,0.00498,0.00002,5.57359,5.67202,5.47108,162,cluster0
2657,1991,101.57179,1.25986,47.88497,51.41061,64.5164,155.78311,51.10939,44.51898,0.85007,0.01224,0.00661,0,0.038,0.00007,0.00441,0.00002,0,0.08858,0.00001,6.07319,6.03823,5.4626,50,cluster0
2658,1991,83.84343,0.64186,43.82224,32.87728,42.72571,163.06339,52.48667,45.07998,0.8943,0.00068,0.0142,0.00008,0.0804,0.00001,0.0057,0.00041,0,0.00341,0.00081,4.26346,4.21502,4.72424,639,cluster0
2659,1991,85.46733,0.56885,41.07923,41.50865,52.35887,163.23073,52.84847,44.58152,0.86672,0.00004,0.02384,0.00018,0.10248,0,0.00372,0.0011,0,0.00193,0,6.21351,6.37684,6.53414,6,cluster0
2660,1991,87.60626,1.70791,33.78281,61.07613,74.07762,162.14783,52.4223,44.56952,0.78732,0,0.0011,0,0.05661,0.00278,0.0244,0.00047,0,0.12565,0.00166,6.03985,6.2954,6.48826,23,cluster0
2661,1991,158.2121,0.21981,89.60232,46.65892,63.68253,161.62219,52.12668,44.26737,0.98275,0,0.0009,0.00084,0.0148,0,0.00011,0,0,0.00061,0,4.5876,5.53611,5.13033,352,cluster0
2662,1991,144.89992,0.39774,81.34025,44.34183,60.09627,161.82262,52.56512,44.68317,0.93528,0.00034,0.0033,0.00018,0.02057,0.00024,0.00157,0.029,0,0.00945,0.00007,5.14668,5.11137,6.25562,186,cluster0
2663,1991,95.43361,0.35711,46.96552,43.90927,55.77723,163.00052,53.26852,44.89454,0.9284,0.00017,0.00467,0.00388,0.05672,0.00007,0.00203,0.00359,0,0.00041,0.00005,5.60884,6.1647,6.04297,204,cluster0
2664,1991,103.24858,0.88962,42.26712,66.52308,81.29227,164.39571,53.79195,44.40479,0.65122,0,0.0266,0.00528,0.27821,0,0.02663,0.00049,0,0.01157,0,6.62431,7.27431,7.03027,476,cluster3
2665,1991,60.8338,0.47381,24.97228,39.04253,47.72901,161.36104,52.12554,44.31153,0.89741,0,0.00588,0,0.09134,0,0.00452,0.00003,0,0.00082,0,5.95832,6.2918,6.06622,221,cluster0
2666,1991,73.57674,0.3717,32.93657,41.137,51.02585,162.13937,52.41287,44.57078,0.93845,0.00483,0.00744,0.00949,0.03072,0.00084,0.00559,0.00083,0.00038,0.00055,0.00087,5.86052,6.19319,5.98808,121,cluster0
2667,2003,58.35148,0.41132,14.16565,59.23478,69.77692,157.5524,54.18324,37.97698,0.6107,0.00007,0.04214,0.01169,0.32238,0.00036,0.00355,0.00184,0.00036,0.00678,0.00012,5.79493,6.18952,6.10329,362,cluster3
2668,2003,86.09772,0.53728,40.95819,42.75863,53.78463,161.87239,52.59479,44.67539,0.8602,0,0.00365,0,0.11839,0,0.00792,0.0098,0,0.00003,0,6.0747,6.32434,6.48982,159,cluster0
2669,2003,77.47296,1.34585,11.63541,94.60978,110.22607,162.27776,52.36617,44.50805,0.18425,0,0.0162,0,0.68677,0.00006,0.10002,0.00563,0,0.00705,0,7.59723,7.70008,7.61782,47,cluster2
2670,2003,49.67843,1.80999,5.1432,65.82622,76.36332,165.02484,53.94526,45.10159,0.55461,0,0.01228,0.00044,0.25309,0.00001,0.17884,0.00044,0,0.00028,0,6.90838,7.00665,7.03902,8,cluster3
2671,2003,47.45255,0.42458,14.97983,40.46946,48.26123,163.51807,52.86042,44.51458,0.88237,0,0.02024,0,0.08554,0.00002,0.00425,0.00068,0,0.00661,0.00029,6.28627,6.45691,6.4019,235,cluster0
2672,2003,115.39879,1.11702,55.28193,56.45408,71.14561,163.1606,52.27639,44.75151,0.71127,0.00503,0.13432,0.01502,0.08603,0.02428,0.01658,0.00231,0.00079,0.00424,0.00014,6.77301,6.63865,6.05333,131,cluster0
2673,2003,186.42223,0.21132,109.50913,46.23062,65.40218,162.10469,52.44349,44.5608,0.96204,0.0044,0.00152,0,0.01781,0,0.00262,0.01091,0.00023,0.00047,0,3.05909,2.41012,5.35761,76,cluster0
2674,2003,145.85341,0.30031,81.42481,45.63676,61.59664,162.9558,52.90471,45.04076,0.93098,0.00109,0.04467,0.00157,0.01804,0.00008,0.00043,0.00312,0.00002,0,0,6.27963,5.25283,5.49589,577,cluster0
2675,2003,145.77315,0.35849,82.63062,42.82801,58.49671,161.82562,52.59965,44.67304,0.92604,0,0.0363,0,0.02184,0.00007,0.00142,0.01433,0,0,0,5.86306,4.55603,5.29492,190,cluster0
2676,2003,68.91499,0.81891,31.77326,36.47503,45.52879,162.13612,52.4902,44.72952,0.82573,0.00222,0.02561,0.01305,0.10973,0.00055,0.00907,0.00292,0.00057,0.01007,0.00048,5.10951,5.24137,5.4322,744,cluster0
2677,2003,50.54892,0.47838,20.1406,33.79896,41.15454,162.04231,52.338,44.45732,0.86743,0,0.05182,0,0.06998,0.0004,0.00601,0.00006,0,0.00418,0.00012,6.36329,6.25059,6.08992,389,cluster0
2678,2003,152.88274,0.49934,84.59194,49.52134,66.42135,162.27921,52.38753,44.52424,0.89179,0.0001,0.00387,0,0.08181,0,0.00335,0.01893,0,0.00015,0,5.48694,5.74159,6.5577,216,cluster0
2679,2003,85.84652,0.57164,39.59443,45.40334,56.67814,164.33475,53.69647,44.21912,0.84486,0.00254,0.05407,0,0.08268,0.00016,0.00743,0.00361,0,0.00466,0,6.41692,6.61014,6.42617,144,cluster0
2680,2003,195.74384,0.19236,112.34077,54.42756,75.1548,163.2653,52.94857,45.10437,0.97349,0,0.02378,0,0.00221,0.00032,0.00008,0,0,0.00012,0,5.95735,5.04415,4.18765,611,cluster0
2681,2003,102.09586,0.25605,55.33823,35.63628,47.18248,164.85385,53.60848,44.7452,0.96967,0,0.01749,0,0.00604,0.00002,0.00005,0,0,0.00673,0,5.59469,5.32494,5.1552,27,cluster0
2682,2003,48.37477,0.38145,12.5057,47.41091,55.97852,162.30177,52.39212,44.54461,0.78574,0.00185,0.08355,0.01264,0.06789,0.00055,0.00311,0.03805,0.00065,0.00586,0.00012,5.4995,5.07561,5.41016,346,cluster0
2683,2003,49.38433,0.60424,9.17407,56.39683,65.95448,161.6942,52.14123,44.28201,0.5969,0.00009,0.03439,0,0.22838,0.00011,0.01444,0.10545,0,0.02006,0.00018,6.0687,6.15712,6.59865,414,cluster3
