@relation exemplo4_weka-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R28-34-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R2_clustered

@attribute Instance_number numeric
@attribute year numeric
@attribute saturation numeric
@attribute tamura_contrast numeric
@attribute arousal numeric
@attribute pleasure numeric
@attribute dominance numeric
@attribute hue_m numeric
@attribute sat_m numeric
@attribute val_m numeric
@attribute black numeric
@attribute blue numeric
@attribute brown numeric
@attribute green numeric
@attribute gray numeric
@attribute orange numeric
@attribute pink numeric
@attribute purple numeric
@attribute red numeric
@attribute white numeric
@attribute yellow numeric
@attribute entropy_r numeric
@attribute entropy_g numeric
@attribute entropy_b numeric
@attribute count numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
14237,2013,77.92819,2.23164,6.82369,106.02784,122.83784,164.96077,53.58409,44.83968,0.18279,0.00129,0.05734,0.00007,0.43084,0.00057,0.32253,0.00187,0,0.0027,0,6.44683,6.70357,6.97323,1,cluster2
14238,2013,21.8759,0.57454,2.43321,28.61176,33.21375,162.91734,53.09883,44.99341,0.93002,0,0.03573,0,0.02649,0.00087,0.00662,0.00001,0,0.00008,0.00018,5.08036,5.01642,5.0055,25,cluster0
14239,2013,81.25225,1.30883,37.84687,42.14676,52.73429,163.24409,52.46982,44.99149,0.6728,0,0.06757,0.00001,0.25713,0.00003,0.0023,0.00016,0,0,0,5.76378,5.7723,5.90549,80,cluster0
14240,2013,60.42117,2.17957,13.64674,63.60915,74.75584,166.50192,51.03132,45.27163,0.5239,0,0.0169,0.00004,0.38353,0.00032,0.07077,0.00001,0,0.00452,0,7.04759,7.20273,7.11916,70,cluster3
14241,2013,36.60659,2.79813,-21.72739,105.30192,118.82837,163.11063,52.2643,44.74946,0.22052,0,0.01078,0.00001,0.26863,0.00038,0.43405,0.00176,0,0.06386,0,6.96379,6.91841,6.9311,12,cluster3
14242,2013,56.70015,2.32859,11.64888,62.26801,72.98959,161.42451,52.06856,44.3608,0.53701,0,0.01769,0,0.43643,0.00003,0.0061,0.00201,0,0.00073,0,6.7729,6.40305,6.33074,69,cluster3
14243,2013,39.5347,1.14002,15.10353,27.87806,33.77737,163.25742,53.35492,44.75323,0.82745,0,0.00811,0.02303,0.10699,0.0022,0.01243,0.00133,0,0.003,0.01547,3.32193,3.47198,3.28571,183,cluster0
14244,2013,30.56866,0.66418,15.12278,13.88866,17.67226,165.30646,50.86916,45.42102,0.9588,0,0.00059,0,0.00408,0.00004,0.02307,0.00008,0,0.00129,0.01205,1.73664,1.6826,1.8051,189,cluster0
14245,2013,21.38476,2.21357,-7.43782,49.81879,56.53406,162.37495,52.51098,44.79978,0.60588,0.00113,0.0208,0.00006,0.21154,0,0.12634,0.00376,0.00113,0.02937,0,5.41464,5.35996,5.43817,78,cluster0
14246,2013,21.46937,2.27984,-4.5458,43.51333,49.59549,161.59792,52.1316,44.31582,0.66801,0.00116,0.00237,0.00008,0.15648,0.00001,0.16341,0.00033,0.00093,0.00681,0.00043,4.10065,4.00063,4.09061,77,cluster0
14247,2013,139.52818,1.73605,47.84913,110.53095,132.58295,162.12453,52.24682,44.39143,0.3416,0.00025,0.16932,0.00023,0.33442,0.00001,0.14857,0.00026,0.00001,0.00534,0,6.6261,6.29875,6.24301,90,cluster2
14248,2013,20.14319,1.40536,2.03328,26.80672,31.09099,162.82687,52.50576,45.15864,0.77268,0.00112,0.00354,0.00002,0.1797,0,0.04019,0.00072,0.00093,0.0011,0,3.50722,3.42903,3.47994,113,cluster0
14249,2013,16.48821,2.06079,-8.80495,45.24527,51.11619,161.83687,52.56717,44.66842,0.60514,0,0.01816,0.00412,0.26313,0,0.08776,0.00185,0.00001,0.01983,0,4.99787,4.99678,5.04655,41,cluster0
14250,2013,144.35019,1.58777,69.44015,69.97405,88.28616,162.85469,52.60224,45.14654,0.69436,0.00021,0.00359,0.00004,0.22775,0,0.06968,0.00007,0.00083,0.00347,0,4.25184,4.24425,4.28443,123,cluster3
14251,2013,8.76128,2.14002,-12.69655,41.88809,46.81819,162.80287,52.85525,45.07187,0.64561,0,0.01862,0,0.10859,0.00012,0.22443,0.00148,0,0.00114,0.00001,3.4084,3.3863,3.41751,49,cluster0
14252,2013,19.94244,1.67968,-0.93084,33.09201,37.99833,162.16576,52.48845,44.74149,0.70751,0.00022,0.00669,0,0.20801,0.00001,0.07408,0.00003,0.00102,0.00243,0,3.84331,3.76396,3.83201,111,cluster0
14253,2013,22.61682,1.29741,4.02549,26.22014,30.63705,163.20862,53.26567,44.96998,0.76722,0.00021,0.00339,0.00011,0.1991,0,0.02727,0.0001,0.00091,0.00168,0,3.46114,3.40641,3.4912,193,cluster0
14254,2013,34.82224,1.50703,-47.20293,159.23003,178.08884,162.50246,52.27758,44.45976,0.01244,0.01508,0.03852,0.00005,0.07918,0.00004,0.0977,0.00005,0.00945,0.74741,0.00007,5.02783,4.88201,4.39136,43,cluster1
14255,2013,25.09434,1.45163,-50.71177,151.90843,169.26878,162.08054,53.82853,44.09994,0.02777,0.0015,0.01248,0.00005,0.09847,0.0004,0.16254,0.01009,0.00418,0.68229,0.00022,5.59516,5.55944,5.66258,44,cluster1
14256,2013,160.4269,2.75449,71.73837,89.8657,111.44466,162.04202,52.62898,44.69125,0.31436,0.14976,0.02266,0.00004,0.18029,0.00251,0.13218,0.1147,0.00003,0.07943,0.00403,6.54705,6.30967,7.32643,1,cluster3
14257,2013,129.34827,3.34915,48.3812,93.51195,113.04659,162.03798,52.63368,44.68942,0.55971,0.00005,0.01739,0.0104,0.12341,0.00071,0.16116,0.00054,0.00021,0.12471,0.00172,6.16542,6.62404,6.0654,1,cluster3
14258,2013,20.51858,1.68873,-54.31342,152.8075,169.90361,162.72966,53.074,45.04438,0.05969,0.00889,0.00296,0.00004,0.05551,0.00011,0.10409,0.006,0.00003,0.76261,0.00007,4.76921,4.73177,4.93191,434,cluster1
14259,2013,19.99601,2.04864,-55.23125,154.03755,171.21786,164.83713,53.65325,44.7528,0.09607,0.00441,0.00886,0.00004,0.04115,0.00023,0.05756,0.00127,0.00007,0.79025,0.00008,4.14825,4.18204,4.0516,67,cluster1
14260,2013,15.96296,1.45183,-58.6577,155.39081,172.39511,156.98497,52.82347,41.17748,0.04703,0.00342,0.00215,0,0.06224,0.00008,0.10924,0.00311,0,0.7727,0.00003,4.77357,4.68369,4.82475,581,cluster1
14261,2013,69.46416,3.34749,-8.05023,125.96865,144.14413,162.3578,52.47189,44.73698,0.16682,0.04274,0.01168,0.00004,0.15532,0.00022,0.11666,0.03586,0.00003,0.47049,0.00015,6.57324,6.44101,6.79039,328,cluster1
14262,2013,67.27049,3.30048,-11.73185,130.75099,149.24124,161.96501,52.5778,44.65263,0.14698,0.05169,0.01026,0.00004,0.11089,0.00107,0.10245,0.04046,0.00016,0.53586,0.00015,5.89362,5.79545,6.22542,237,cluster1
14263,2013,70.12622,3.51292,-6.99649,124.65304,142.74649,162.82825,53.18222,45.00365,0.15842,0.05171,0.01164,0.00004,0.13865,0.00014,0.11019,0.04829,0.00003,0.48074,0.00015,6.35049,6.27852,6.69282,409,cluster1
14264,2013,62.57302,3.26518,-15.97118,132.88007,151.22141,163.31039,53.01871,45.14507,0.14812,0.05178,0.00388,0.00004,0.07793,0.00011,0.10099,0.03937,0.00003,0.57761,0.00015,5.65877,5.57789,6.05245,415,cluster1
14265,2013,41.75935,2.26042,-29.22746,130.01067,146.44406,163.08089,55.2234,43.15172,0.09265,0,0.02977,0.00004,0.39074,0.00015,0.19093,0.00307,0.00022,0.29169,0.00073,6.83982,6.59988,6.74128,601,cluster2
14266,2013,37.41815,2.16025,-34.21599,134.3615,150.89906,161.35602,52.0749,44.34782,0.08415,0,0.02509,0.00004,0.34527,0.00013,0.17471,0.00184,0.00022,0.36809,0.00045,6.72162,6.51303,6.62161,586,cluster1
14267,2013,145.48444,1.12967,67.32067,76.45591,95.5137,163.48837,52.3788,44.76546,0.60825,0,0.01199,0,0.22867,0,0.01607,0.11648,0,0.01855,0,6.818,7.13703,7.2602,213,cluster3
14268,2013,134.36292,1.36492,55.05175,86.46482,105.67408,164.48563,53.57304,45.13002,0.43257,0.00009,0.0384,0,0.39439,0.00001,0.04453,0.07559,0,0.01438,0.00003,7.3012,7.54773,7.49636,224,cluster2
14269,2013,159.37086,1.16466,71.62379,88.47812,109.83427,162.9155,52.91811,45.05691,0.43026,0.00006,0.05691,0,0.33429,0.02707,0.01401,0.12537,0,0.00425,0.00779,7.07374,7.30866,7.4123,258,cluster3
14270,2013,152.80194,0.92576,70.26719,81.27978,101.39539,161.41853,52.1307,44.34846,0.50155,0.00001,0.01734,0,0.34292,0,0.01035,0.12576,0,0.00205,0.00002,6.70965,7.0832,7.34499,294,cluster3
14271,2013,149.74815,0.8965,68.43667,80.60406,100.4139,161.98721,52.60821,44.67214,0.48283,0.00001,0.02316,0,0.36187,0,0.0035,0.12693,0,0.0017,0.00001,6.68434,7.07161,7.33258,388,cluster3
14272,2013,149.41319,0.96258,67.69668,81.73012,101.62818,164.23587,50.42025,45.67931,0.46879,0.00001,0.02165,0,0.37747,0,0.00443,0.12585,0,0.00179,0.00001,6.77842,7.11314,7.36613,232,cluster3
14273,2013,152.6257,0.89105,70.37333,80.76939,100.81952,161.98106,52.64421,44.66219,0.49671,0,0.02047,0,0.35064,0,0.00344,0.12684,0,0.00188,0.00001,6.65707,7.04924,7.31773,362,cluster3
14274,2013,144.72226,1.01791,63.93895,82.79742,102.43935,162.91158,53.11438,44.99679,0.46585,0.00009,0.04261,0,0.38364,0,0.00946,0.08369,0,0.01466,0,6.88024,7.32738,7.22849,407,cluster3
14275,2013,151.11546,1.50687,74.4249,69.40225,88.18188,163.75024,52.57707,44.8507,0.59308,0,0.00087,0,0.08482,0,0.00267,0.21999,0.00002,0.09854,0,5.98177,5.57873,6.46857,19,cluster3
14276,2013,140.12917,1.62548,62.97852,77.79066,96.56786,156.95874,51.27455,43.03471,0.55267,0,0.20709,0.00003,0.06311,0.00073,0.00458,0.06207,0,0.10403,0.00569,6.89288,6.58764,6.70798,1,cluster3
14277,2013,70.14054,1.17067,-17.72279,148.54999,169.06888,161.95232,52.33376,44.44397,0.05056,0.00005,0.03326,0.00003,0.06242,0,0.71534,0.00018,0.00002,0.13815,0,4.95029,4.94815,5.15146,27,cluster1
14278,2013,13.40086,1.01114,-65.09555,165.73492,183.5896,162.37581,52.51832,44.80108,0.01356,0.00003,0.0312,0.00003,0.05631,0,0.02792,0.00016,0.00009,0.87068,0,1.87931,1.91703,1.91858,32,cluster1
14279,2013,25.24876,0.91548,-51.79668,154.56342,172.20511,163.33846,52.63718,44.64169,0.01032,0.00002,0.02654,0.00003,0.1235,0.00001,0.16891,0.00003,0.00115,0.66949,0,4.85779,4.88668,5.06807,56,cluster1
14280,2013,24.60443,0.74997,-54.14632,158.79103,176.81155,165.31302,53.93574,44.95951,0.01603,0,0.03419,0.00003,0.02914,0.00163,0.14889,0.00001,0.00015,0.76978,0.00016,4.67913,4.77457,4.89089,138,cluster1
14281,2013,24.88561,1.03643,-51.21125,152.69548,170.11948,162.7701,52.99991,45.00851,0.01677,0.00002,0.02848,0.00003,0.12177,0.00001,0.17803,0.00008,0.00125,0.65357,0,5.06916,5.08478,5.26908,73,cluster1
14282,2013,24.86005,0.8385,-53.46559,157.67346,175.60046,160.52531,51.84765,43.61885,0.02337,0,0.03206,0.00086,0.03215,0,0.14822,0,0.00015,0.76316,0.00002,4.76915,4.82621,4.94435,149,cluster1
14283,2013,24.86072,1.04256,-51.18344,152.59488,170.00673,162.08032,52.42877,44.5696,0.01676,0.00002,0.0287,0.00003,0.12277,0.00001,0.17311,0.00008,0.00122,0.65731,0,5.0644,5.08175,5.26019,81,cluster1
14284,2013,26.10104,0.91202,-52.19342,156.77222,174.70419,162.18636,52.42686,44.64212,0.02758,0,0.03317,0.00003,0.03396,0.00004,0.14667,0,0.0019,0.75665,0,4.84759,4.91521,5.01237,166,cluster1
14285,2013,70.20899,1.17098,-17.66328,148.52399,169.04556,160.43449,52.95981,42.42099,0.05056,0.00005,0.03346,0.00003,0.06255,0,0.7155,0.00018,0.00002,0.13767,0,4.95445,4.9539,5.15769,29,cluster1
14286,2013,0,1.2022,-4.15788,9.25464,10.19351,157.37086,50.69702,44.59655,0.94834,0,0,0,0,0,0.00021,0,0,0.05145,0,1.16981,1.16981,1.16981,217,cluster0
14287,2013,2.39816,1.43738,-3.92967,12.477,13.92907,161.97142,52.64355,44.65595,0.93305,0,0.00064,0,0.00059,0.00002,0.00113,0.00003,0.00002,0.06412,0.00039,1.56973,1.55646,1.56683,323,cluster0
14288,2013,21.114,0.65344,10.43391,9.61861,12.23457,161.78706,53.77708,44.15429,0.96958,0,0,0.00521,0.01463,0,0.00019,0.00001,0,0.01039,0,0.94797,1.03141,0.98738,33,cluster0
14289,2013,23.97679,0.62384,12.23623,10.06004,12.94317,162.13533,52.41924,44.54858,0.97,0,0.00058,0.00521,0.01565,0.00003,0.00066,0,0.00004,0.00754,0.0003,0.93191,1.0135,0.97209,21,cluster0
14290,2013,59.84897,1.04756,30.08825,26.12349,33.42284,161.77528,52.34847,44.48167,0.8533,0,0.00001,0,0.0025,0,0.0078,0.118,0,0.01838,0,1.96848,1.2993,1.93767,20,cluster0
14291,2013,52.14672,4.33703,-1.85491,85.24206,97.94063,164.89969,53.83452,44.94029,0.455,0,0.00054,0.00061,0.04827,0,0.45119,0.00031,0,0.04408,0,3.71444,4.8456,4.7679,36,cluster3
14292,2013,116.11646,3.92086,39.73389,92.17735,110.54874,169.05882,54.07172,45.42378,0.50202,0,0.04561,0,0.03266,0.05911,0.17089,0.03588,0.00019,0.1413,0.01234,5.06987,5.1771,5.44465,11,cluster3
14293,2013,155.65627,2.88992,69.34939,87.76248,108.75748,163.36079,52.36028,44.77442,0.37694,0,0.06319,0.00048,0.14014,0.04426,0.1234,0.1905,0.00028,0.04722,0.01359,6.30137,5.59364,6.48444,132,cluster3
14294,2013,127.72923,3.49101,50.07156,87.23115,106.00284,161.98293,52.62208,44.66393,0.44384,0,0.05437,0.00047,0.06054,0.07811,0.17799,0.09338,0.02805,0.04886,0.01438,5.3171,5.34357,5.66664,54,cluster3
14295,2013,151.15395,3.16604,66.02317,88.16273,108.84859,162.96475,52.95166,45.04838,0.42352,0,0.02891,0.00055,0.06218,0.06465,0.15655,0.18122,0.02258,0.04657,0.01326,5.93952,5.36264,6.18661,52,cluster3
14296,2013,97.21608,2.3227,45.05235,50.94023,63.65993,162.7487,52.3309,44.51592,0.72778,0,0.0148,0,0.02942,0.05896,0.0283,0.08579,0,0.04264,0.01231,4.29591,3.52573,3.98285,24,cluster0
14297,2013,172.4895,3.10066,82.0227,85.738,107.83524,162.6255,52.75085,45.08216,0.61276,0,0.06671,0.00055,0.0365,0.06553,0.13461,0.00063,0.02915,0.04046,0.0131,4.45728,4.85247,5.10528,19,cluster3
14298,2013,107.55156,3.91816,27.10141,106.97221,126.1792,166.98257,51.10609,45.68248,0.36291,0,0.0432,0.00055,0.04266,0.06141,0.38427,0.00023,0.00448,0.08754,0.01276,4.93972,5.60726,5.76699,14,cluster1
14299,2013,123.1278,3.84654,44.4502,92.58577,111.54324,161.96085,52.6117,44.67479,0.45352,0,0.06349,0,0.07068,0.0732,0.23644,0.01133,0.01676,0.06001,0.01457,5.00447,5.24578,5.53871,35,cluster3
14300,2013,150.05771,3.2935,62.86965,93.47668,114.61648,162.01212,52.60829,44.67312,0.41968,0,0.05275,0.00055,0.03376,0.05896,0.2515,0.07621,0.05231,0.04196,0.01231,5.75028,5.26807,5.95508,23,cluster3
14301,2013,120.27868,3.82874,43.44958,90.38119,108.89369,161.8251,52.14637,44.38518,0.46777,0,0.05413,0.00049,0.07045,0.07202,0.24998,0.01164,0.01705,0.04244,0.01402,4.79939,5.08488,5.31147,36,cluster3
14302,2013,166.62204,3.16792,77.08572,87.59999,109.43034,164.63507,53.61521,45.25876,0.50586,0,0.07091,0.00048,0.06556,0.06373,0.12794,0.08105,0.01642,0.05458,0.01345,5.58667,5.17431,6.3581,60,cluster3
14303,2013,128.69186,3.84288,42.09671,106.47898,127.27813,163.05157,53.45097,44.59948,0.3508,0,0.01764,0.00048,0.04081,0.0658,0.38558,0.08474,0,0.04002,0.01413,5.15027,5.52561,6.05483,39,cluster1
14304,2013,124.52371,3.95279,39.77903,105.1542,125.49517,162.96701,53.6604,44.42192,0.39107,0,0.02231,0.00055,0.04027,0.05913,0.38082,0.04785,0,0.04563,0.01237,4.8828,5.6562,6.08867,6,cluster1
14305,2013,138.37138,3.55088,48.87303,106.45254,128.00092,162.75359,53.11448,45.01837,0.31709,0,0.12295,0.00049,0.07757,0.06342,0.32334,0.00028,0.04389,0.03839,0.01259,5.25081,5.64902,6.09978,69,cluster1
14306,2013,132.13652,4.03024,45.04948,105.2648,126.20836,162.33553,52.5255,44.79593,0.40929,0,0.04082,0.00049,0.05991,0.06466,0.34079,0.0005,0.01928,0.05078,0.01348,4.78782,5.37491,5.99098,40,cluster1
14307,2013,123.87004,3.98731,39.03566,105.79204,126.14693,162.82484,53.15553,45.02777,0.40505,0,0.04266,0.00049,0.05546,0.06201,0.32287,0.00022,0.008,0.09009,0.01314,5.09426,5.89696,6.16695,40,cluster1
14308,2013,173.57544,3.46907,72.19808,109.29485,133.86629,163.41852,52.93188,43.18426,0.32202,0,0.09907,0.00048,0.25553,0.06327,0.10211,0.06713,0.03579,0.04171,0.01288,5.43422,4.96642,5.54769,27,cluster1
14309,2013,97.0805,3.80718,26.73864,91.49212,108.31525,162.65659,53.00609,45.07815,0.45159,0,0.01473,0,0.16663,0.06149,0.1145,0.01033,0.00005,0.16814,0.01253,5.85656,6.01246,6.21431,103,cluster3
14310,2013,118.39307,3.8222,40.68009,93.61252,112.30635,161.71811,52.1208,44.24587,0.47839,0.00163,0.01878,0.00055,0.1043,0.09287,0.19407,0.00129,0.0002,0.09309,0.01483,5.13287,5.5889,5.776,28,cluster3
14311,2013,106.37152,4.05665,30.85499,96.78194,114.86346,162.0329,52.42109,44.57046,0.45106,0.00001,0.02165,0.00047,0.05385,0.07773,0.31682,0.00665,0,0.05886,0.01291,5.1204,5.5028,5.747,3,cluster3
14312,2013,152.83228,3.67569,64.15358,94.9347,116.43794,162.1032,52.48718,44.73737,0.53819,0,0.0158,0.00055,0.05167,0.06589,0.27024,0.00237,0,0.04243,0.01287,4.35338,5.37431,5.49249,7,cluster3
14313,2013,148.05869,3.06026,53.0994,112.11392,134.98917,163.31201,53.12777,44.92109,0.28387,0.04361,0.01939,0.00049,0.32282,0.19914,0.06036,0.00407,0.00067,0.04563,0.01995,5.37546,5.44993,5.48774,3,cluster1
14314,1996,83.96467,3.75486,4.87189,119.7618,138.43402,162.30524,52.51047,44.79701,0.21937,0,0.17731,0.00069,0.13967,0.00011,0.01554,0,0,0.44713,0.00017,5.55073,5.30834,5.18756,18,cluster1
14315,1996,135.50516,2.04594,45.12034,110.34692,132.06773,161.7019,52.1438,44.385,0.18356,0.00002,0.24593,0.00129,0.26701,0.0089,0.24955,0.00029,0.00031,0.04279,0.00034,7.33501,7.23999,6.99191,6,cluster4
14316,1996,143.4109,1.36644,57.9837,94.01284,114.6907,162.36287,52.51663,44.80281,0.30378,0,0.24364,0.00533,0.43791,0.00357,0.00488,0.00004,0,0,0.00085,7.19533,7.16842,6.73674,218,cluster2
14317,1996,138.52924,1.20675,53.86481,95.58736,116.04575,163.92406,53.41128,44.93847,0.21919,0.00004,0.28599,0.00243,0.46331,0.00628,0.01848,0.00176,0.0008,0.00121,0.0005,7.15539,7.12707,6.88471,165,cluster2
14318,1996,208.77631,1.81823,83.68648,138.47829,168.74478,163.92703,53.43674,45.12484,0.13089,0,0.21649,0.00001,0.0592,0.51856,0.06949,0.00002,0.00007,0.00045,0.00481,7.02394,7.19239,6.24132,40,cluster1
14319,1996,184.30186,2.15191,85.99466,95.27111,119.25307,162.04388,52.47965,44.71236,0.32251,0,0.46521,0,0.03621,0.08283,0.06863,0.00001,0,0.02458,0.00001,7.23693,6.79304,5.5159,124,cluster4
14320,1996,156.34598,1.61418,67.5154,92.91743,114.48897,163.31252,53.02247,45.14492,0.30311,0,0.51326,0,0.05135,0.06116,0.05494,0.0003,0,0.01581,0.00007,7.55835,7.01477,6.45361,143,cluster4
14321,1996,151.28366,2.0271,61.07702,99.37367,121.20695,161.94713,52.21672,44.38277,0.28691,0,0.42629,0,0.0508,0.11073,0.09992,0.00032,0.00001,0.025,0.00002,7.61424,7.15596,6.60091,189,cluster4
14322,1996,147.33917,1.94535,59.85392,95.96047,117.14107,162.92744,52.92576,45.01018,0.28927,0,0.46305,0,0.0442,0.08086,0.10525,0.00019,0.00001,0.01716,0.00002,7.46567,6.9219,6.45183,151,cluster4
14323,1996,139.62898,1.15574,65.56749,71.2501,89.32492,162.90187,52.45662,45.09799,0.48324,0,0.47024,0.00001,0.01091,0.03317,0.00212,0.00006,0,0.00026,0,7.26625,6.44945,5.79101,111,cluster4
14324,1996,85.28158,1.14394,7.1493,116.74117,135.20924,161.62488,53.37833,43.63031,0.05106,0,0.06562,0,0.69325,0.07359,0.10447,0.00013,0,0.01053,0.00135,7.27071,7.14995,7.48075,85,cluster2
14325,1996,87.27172,2.45201,17.52056,96.75236,113.34719,161.82416,52.33995,44.43645,0.2601,0,0.22132,0,0.372,0.00206,0.1264,0.00028,0,0.01783,0.00002,7.38695,7.20652,7.23057,12,cluster2
14326,1996,123.76634,1.1884,60.12987,58.67909,74.24635,164.3261,52.70694,43.53193,0.69472,0.00011,0.18311,0.00001,0.09795,0.00311,0.01426,0.00044,0.00001,0.00626,0.00002,7.06086,6.436,6.32214,244,cluster3
14327,1996,104.36418,1.19007,43.01919,66.58439,81.44646,164.83609,53.57823,44.81986,0.44765,0.00005,0.29843,0.00001,0.22894,0.00362,0.01463,0.00059,0.00001,0.00608,0,7.38255,6.91785,6.80599,142,cluster4
14328,1996,106.96316,0.98681,48.48415,58.46315,72.70321,163.58005,52.70157,44.77551,0.64822,0.00008,0.2478,0.00002,0.07353,0.00433,0.01709,0.00086,0.00002,0.00804,0.00001,7.01355,6.64564,6.55391,315,cluster3
14329,1996,129.28439,1.20615,62.30623,62.4182,78.79344,162.1096,52.48052,44.72161,0.67944,0.00013,0.18068,0.00001,0.11685,0.00129,0.01479,0.00031,0,0.00648,0.00002,7.26007,6.71284,6.55106,226,cluster3
14330,1996,119.75316,1.40964,56.31817,60.92075,76.40368,129.91698,51.052,56.33785,0.67378,0.0001,0.17031,0,0.11492,0.00366,0.02739,0.00032,0,0.00951,0,7.09275,6.49573,6.38826,220,cluster3
14331,1996,97.37609,1.45332,49.62823,41.00411,52.72824,164.13275,53.30628,44.95064,0.84941,0,0.0472,0,0.04413,0.00283,0.03221,0.00005,0.00001,0.02413,0.00002,4.60996,3.86334,4.02565,56,cluster0
14332,1996,125.50108,1.09679,60.92395,59.60998,75.40644,162.16496,52.49022,44.72693,0.68972,0,0.18937,0,0.10165,0.0006,0.01219,0.00042,0,0.00602,0.00002,7.12689,6.54759,6.47978,224,cluster3
14333,1996,88.95056,2.44244,18.29504,97.63994,114.45523,162.73759,52.76248,45.02881,0.25741,0,0.20231,0,0.38513,0.00206,0.12639,0.00884,0,0.01784,0.00002,7.40571,7.25889,7.2672,44,cluster2
14334,1996,145.27055,2.13518,62.85101,86.07182,106.08853,161.84795,52.59672,44.67585,0.35623,0,0.25693,0.00014,0.28744,0.01261,0.06595,0.00228,0,0.01833,0.00008,7.43511,6.83299,6.63041,294,cluster4
14335,1996,160.94778,2.58151,67.91083,99.19531,121.76121,162.63576,52.75315,44.99718,0.33611,0,0.22234,0.00031,0.20705,0.09069,0.09981,0.00429,0.00014,0.0351,0.00416,7.59592,7.11795,6.62809,565,cluster4
14336,1996,159.23247,2.81085,54.71884,125.88999,151.03081,161.9241,52.63092,44.66332,0.255,0.00211,0.07715,0.01212,0.15036,0.06769,0.31955,0.00021,0.00043,0.01622,0.09918,6.50178,6.57429,6.00281,187,cluster1
14337,1996,240.1606,1.24946,129.7142,84.84723,112.11088,162.88101,53.11451,45.0337,0.06945,0.84954,0,0,0,0,0.03321,0.0143,0,0.02497,0.00854,2.53617,1.9848,3.67088,618,cluster1
14338,1996,114.61349,2.21371,28.21038,115.48859,136.10812,160.18031,51.13289,44.22043,0.08251,0.02182,0.01333,0.00005,0.54931,0.00001,0.1965,0.02709,0.01918,0.08968,0.00052,5.05401,4.85942,5.09784,46,cluster2
14339,1996,33.10576,2.33292,-43.41223,148.12268,165.72131,163.21877,52.23417,44.82097,0.04479,0.00017,0.00685,0,0.19428,0,0.14398,0.01608,0.00011,0.59373,0.00001,3.60925,3.61842,3.89581,431,cluster1
14340,1996,41.16357,1.62554,-32.90051,137.25945,154.38194,164.23453,53.42247,44.87841,0.02476,0.00042,0.00737,0,0.18027,0,0.6522,0.02276,0.00022,0.11146,0.00053,4.08024,4.29589,4.95762,223,cluster1
14341,1996,100.14288,2.47828,17.24731,117.38146,137.06894,162.82211,53.15649,45.02787,0.02527,0.00415,0.14476,0,0.38493,0.00001,0.31631,0.0213,0.01061,0.09266,0.00001,5.35086,5.09892,5.25471,60,cluster2
14342,1996,65.46031,2.73621,-4.92926,112.79403,129.32193,161.50487,52.09207,44.35927,0.15581,0.01215,0.03975,0,0.21499,0.00001,0.46505,0.02837,0.0075,0.07637,0.00001,5.82388,5.41315,5.50337,86,cluster1
14343,1996,106.90678,3.07879,26.25296,107.85777,127.1045,163.70459,54.65553,43.93115,0.1107,0.02709,0.21341,0,0.16939,0.00001,0.35751,0.02915,0.02403,0.0687,0.00001,6.40505,5.70027,6.10262,66,cluster4
14344,1996,65.09439,2.41554,-6.82099,116.43548,133.30438,155.37173,53.05964,41.85745,0.0511,0.0206,0.10367,0,0.2308,0.00001,0.47283,0.03299,0.01612,0.07188,0.00001,5.78939,5.27731,5.58096,66,cluster1
14345,1996,70.83608,2.02654,-2.2917,115.28525,132.48349,163.56837,53.58474,44.51483,0.04465,0.00715,0.01632,0,0.53123,0.00001,0.28401,0.02856,0.00568,0.08238,0.00001,4.92564,4.66248,4.67242,54,cluster2
14346,1996,30.58063,1.60958,-37.40183,130.81693,146.46375,162.01263,52.62269,44.6954,0.02664,0.00894,0.01405,0,0.14304,0.00001,0.63469,0.02627,0.0073,0.13905,0.00001,5.00879,4.925,4.97223,196,cluster1
14347,1996,101.05982,2.83746,18.63706,115.71444,135.30403,161.99556,52.46506,44.74219,0.02542,0.01403,0.23228,0,0.21312,0.00001,0.3915,0.02399,0.01315,0.08649,0.00001,5.37329,5.1641,5.309,56,cluster4
14348,1996,100.16528,2.48556,17.31404,117.26778,136.94547,162.15959,52.48424,44.70388,0.02768,0.00415,0.14389,0,0.38443,0.00001,0.3152,0.0213,0.00981,0.09351,0.00001,5.39412,5.13449,5.29455,61,cluster2
14349,1996,168.51079,2.01994,75.54176,93.97448,116.59824,161.66866,54.26944,44.20117,0.26461,0.35148,0.00897,0.00002,0.19816,0.00345,0.03684,0.00653,0.05417,0.06944,0.00634,6.58859,7.02379,6.93247,52,cluster1
14350,1996,140.91537,1.80511,71.30281,60.48535,77.56801,161.41823,52.15326,44.34129,0.69746,0.00087,0.11784,0.00395,0.10769,0.01921,0.03372,0.00051,0.00272,0.01431,0.00173,5.87892,5.3296,5.40527,89,cluster3
